P. Name,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),
Kepler-22 b,mesoplanet,,20.36,2.35,1.106029,1.106029,1.106029,
Kepler-23 b,non-habitable,,5.42,1.69,361.0418,406.3756,459.0804,
Kepler-23 c,non-habitable,,5.92,3.11,223.7716,232.8539,242.4066,
Kepler-23 d,non-habitable,17.37,17.49,2.23,127.2356,148.8737,175.3267,
Kepler-24 b,non-habitable,,20.36,2.35,181.6308,181.6308,181.6308,
Kepler-24 c,non-habitable,,4.24,2.8,103.4565,103.4565,103.4565,
Kepler-25 b,non-habitable,,3.77,2.7,477.9194,527.5407,583.8015,
Kepler-25 c,non-habitable,,27.13,5.15,197.3815,201.3569,205.435,
Kepler-25 d,non-habitable,89.93,89.93,7.56,9.111663,9.111665,9.111665,
Kepler-26 b,non-habitable,,4.13,2.78,17.72581,17.72581,17.72581,
Kepler-26 c,non-habitable,,3.87,2.72,11.18604,11.18604,11.18604,
Kepler-26 e,non-habitable,,22.64,2.41,2.646053,2.646054,2.646054,
Kepler-27 b,non-habitable,,13.05,4.03,19.07238,19.07238,19.07238,
Kepler-27 c,non-habitable,,23.78,4.93,7.279509,7.27951,7.279511,
Kepler-28 b,non-habitable,,9.13,3.58,50.7637,50.7637,50.76371,
Kepler-28 c,non-habitable,,7.49,3.36,29.74175,29.74176,29.74176,
Kepler-29 b,non-habitable,,7.42,3.35,111.5883,111.5883,111.5883,
Kepler-29 c,non-habitable,,6.05,3.14,74.69959,74.69961,74.69962,
Kepler-30 b,non-habitable,,11.98,3.92,22.83553,22.83553,22.83553,
Kepler-30 c,non-habitable,,,12.32,8.220789,8.22079,8.220791,
Kepler-30 d,non-habitable,,159.45,8.85,2.959484,2.959484,2.959485,
Kepler-31 b,non-habitable,,15.34,4.26,84.28038,84.2804,84.28041,
Kepler-31 c,non-habitable,,15.34,4.26,31.91683,31.91683,31.91684,
Kepler-31 d,non-habitable,,18.84,4.56,14.18526,14.18526,14.18526,
Kepler-32 b,non-habitable,,14.16,4.14,23.32168,23.32169,23.32169,
Kepler-32 c,non-habitable,,10.03,3.7,7.198051,7.198051,7.198053,
Kepler-33 b,non-habitable,,6.72,1.79,787.8446,787.8447,787.8447,
Kepler-33 c,non-habitable,,6.75,3.25,255.4196,255.4196,255.4196,
Kepler-33 d,non-habitable,,30.87,5.38,130.7242,130.7242,130.7242,
Kepler-33 e,non-habitable,,13.05,4.03,78.99553,78.99554,78.99555,
Kepler-33 f,non-habitable,,17.89,4.48,56.19038,56.19039,56.1904,
Kepler-34(AB)  b,non-habitable,,69.92,8.55,0.800212,1.136809,1.670575,
Kepler-35(AB) b,non-habitable,40.03,40.31,8.15,2.241161,2.435422,2.651305,
Kepler-36 b,non-habitable,4.46,4.46,1.48,225.3489,225.3489,225.349,
Kepler-36 c,non-habitable,8.07,8.08,3.68,181.9955,181.9956,181.9956,
Kepler-37 b,non-habitable,,0.02,0.32,45.53074,45.53074,45.53075,
Kepler-37 c,non-habitable,,0.34,0.75,24.47566,24.47566,24.47566,
Kepler-37 d,non-habitable,,9.1,1.94,10.62801,10.62801,10.62801,
Kepler-38(AB) b,non-habitable,120.81,120.82,4.37,12.99467,12.99467,12.99468,
Kepler-39 b,non-habitable,,5722.92,13.66,88.18393,111.6237,143.4088,
Kepler-40 b,non-habitable,699.31,699.47,13.1,1142.334,1142.334,1142.334,
Kepler-41  b,non-habitable,155.74,155.79,9.42,911.5813,911.5815,911.5817,
Kepler-42 b,non-habitable,,0.39,0.78,17.07234,17.07234,17.07234,
Kepler-42 c,non-habitable,,0.31,0.73,63.81261,63.81263,63.81264,
Kepler-42 d,non-habitable,,0.14,0.57,9.686517,9.686517,9.686519,
Kepler-43 b,non-habitable,1016.7,1026.95,13.44,1137.554,1195.487,1257.187,
Kepler-44 b,non-habitable,323.91,324.3,13.89,275.9925,287.7634,300.1749,
Kepler-45 b,non-habitable,154.03,160.56,10.75,79.43951,98.46519,123.5547,
Kepler-46 b,non-habitable,,178.24,9.09,14.18447,14.47016,14.76322,
Kepler-46 c,non-habitable,115.09,115.09,8.11,6.943151,7.14661,7.357686,
Kepler-47(AB) b,non-habitable,,5.4,3.02,9.627621,9.627623,9.627624,
Kepler-47(AB) c,non-habitable,,19.26,4.59,0.860073,0.860073,0.8600731,
Kepler-48 b,non-habitable,,8.1,1.88,182.8136,182.8136,182.8136,
Kepler-48 c,non-habitable,14.56,14.62,2.71,71.37283,71.37283,71.37285,
Kepler-48 d,non-habitable,7.95,7.95,2.04,9.797446,9.797448,9.797449,
Kepler-48 e,non-habitable,657.18,657.18,11.29,0.1507259,0.1507259,0.150726,
Kepler-49 b,non-habitable,,3.72,2.69,17.57965,17.57965,17.57965,
Kepler-49 c,non-habitable,,3.24,2.58,10.10423,10.10423,10.10424,
Kepler-49 d,non-habitable,,4.42,1.6,65.4078,65.40781,65.40781,
Kepler-49 e,non-habitable,,3.99,1.56,4.671291,4.671292,4.671293,
Kepler-50 b,non-habitable,31.77,31.79,2.24,490.991,490.9911,490.9912,
Kepler-50 c,non-habitable,34.96,34.97,2.8,384.9721,384.9722,384.9722,
Kepler-51 b,non-habitable,2.09,2.1,7.09,12.32544,13.34136,14.46471,
Kepler-51 c,non-habitable,4,4,8.99,5.55713,5.714299,5.877147,
Kepler-52 b,non-habitable,,13.26,2.13,16.81195,16.81195,16.81195,
Kepler-52 c,non-habitable,,6.72,1.79,6.331841,6.331841,6.331842,
Kepler-52 d,non-habitable,,9.29,1.95,2.019594,2.019595,2.019595,
Kepler-53 b,non-habitable,,4.8,2.91,44.80138,44.80138,44.80139,
Kepler-53 c,non-habitable,5001.14,5007.56,3.14,17.00879,17.00879,17.00879,
Kepler-53 d,non-habitable,,12.97,2.12,101.0612,101.0612,101.0612,
Kepler-54 b,non-habitable,,13.26,2.13,10.7896,10.7896,10.7896,
Kepler-54 c,non-habitable,,1.75,1.23,6.245363,6.245363,6.245365,
Kepler-54 d,non-habitable,,3.69,1.52,2.662205,2.662206,2.662206,
Kepler-55 b,non-habitable,,25.16,2.46,4.628122,4.628123,4.628124,
Kepler-55 c,non-habitable,,16.46,2.24,2.675812,2.675812,2.675812,
Kepler-55 d,non-habitable,,4.31,1.59,129.9249,129.925,129.925,
Kepler-55 e,non-habitable,,3.88,1.55,47.42485,47.42486,47.42487,
Kepler-55 f,non-habitable,,4.31,1.59,16.65399,16.654,16.654,
Kepler-56 b,non-habitable,22.12,22.26,6.5,770.7542,834.2832,904.5308,
Kepler-56 c,non-habitable,180.68,180.91,9.86,322.7988,322.7988,322.7988,
Kepler-56 d,non-habitable,1783.64,1783.64,11.68,1.529686,2.247796,3.441217,
Kepler-57 b,non-habitable,,16.46,2.24,96.65,96.65001,96.65002,
Kepler-57 c,non-habitable,2209.11,2209.68,1.57,37.69352,37.69352,37.69353,
Kepler-58 b,non-habitable,441.2,441.94,2.8,135.2354,135.2354,135.2354,
Kepler-58 c,non-habitable,695.4,696.29,2.91,77.1022,77.10221,77.10222,
Kepler-58 d,non-habitable,,4.92,2.93,19.91974,19.91974,19.91975,
Kepler-59 b,non-habitable,651.05,651.78,1.1,101.4281,101.4281,101.4281,
Kepler-59 c,non-habitable,434.52,435.58,2.02,58.29255,58.29255,58.29256,
Kepler-60 b,non-habitable,4.18,4.19,1.71,439.6593,439.6593,439.6595,
Kepler-60 c,non-habitable,3.85,3.85,1.9,326.4021,326.4021,326.4022,
Kepler-60 d,non-habitable,4.16,4.17,1.99,222.1013,222.1013,222.1013,
Kepler-61 b,mesoplanet,,13.85,2.15,0.7885342,1.272237,2.189932,
Kepler-62 b,non-habitable,,2.17,1.31,65.44549,65.4455,65.44551,
Kepler-62 c,non-habitable,,0.12,0.54,23.18988,23.18989,23.18989,
Kepler-62 d,non-habitable,,9.29,1.95,13.89849,13.89849,13.89849,
Kepler-62 e,mesoplanet,,4.54,1.61,1.097676,1.097676,1.097677,
Kepler-62 f,psychroplanet,,2.81,1.41,0.388223,0.388223,0.388223,
Kepler-63 b,non-habitable,,45.39,6.1,110.0146,110.0146,110.0147,
Kepler-64(AB) b,non-habitable,168.43,168.51,6.19,31.07952,34.56866,38.56351,
Kepler-65 b,non-habitable,,2.78,1.41,2050.423,2133.645,2221.177,
Kepler-65 c,non-habitable,26.69,26.71,2.57,484.5498,566.9539,667.6945,
Kepler-65 d,non-habitable,,3.53,1.51,306.1026,372.2162,457.2226,
Kepler-66 b,non-habitable,,4.24,2.8,57.87069,57.8707,57.8707,
Kepler-67 b,non-habitable,,4.8,2.91,31.98673,31.98674,31.98674,
Kepler-68 b,non-habitable,5.96,5.98,2.31,394.1705,410.1689,426.9959,
Kepler-68 c,non-habitable,,0.67,0.93,94.37095,209.6183,565.4962,
Kepler-68 d,non-habitable,267.07,267.07,9.94,0.5721274,0.8097342,1.184575,
Kepler-69 b,non-habitable,,16.11,2.23,65.95454,89.89426,125.7598,
Kepler-69 c,non-habitable,,5.68,1.71,1.473127,1.933279,2.588208,
Kepler-70  b,non-habitable,0.45,0.45,0.76,607265.9,607266,607266.1,
Kepler-70 c,non-habitable,0.67,0.67,0.87,378489.8,378489.9,378489.9,
Kepler-71 b,non-habitable,,,11.71,264.2606,264.2606,264.2607,
Kepler-74 b,non-habitable,,216.2,14.78,79.42588,137.3057,258.7275,
Kepler-75 b,non-habitable,3145.29,3147.61,11.54,35.60384,106.5453,471.6606,
Kepler-76 b,non-habitable,621.24,623.16,14,2261.372,2261.372,2261.372,
Kepler-77 b,non-habitable,,136.71,10.75,402.9939,402.994,402.9941,
Kepler-78 b,non-habitable,,1.6,1.2,3295.21,3295.21,3295.211,
Kepler-79 b,non-habitable,10.86,10.9,3.47,129.5551,133.4839,137.5649,
Kepler-79 c,non-habitable,5.89,5.9,3.72,49.25006,52.27139,55.52966,
Kepler-79 d,non-habitable,5.99,6,7.17,21.11305,22.18828,23.33344,
Kepler-79 e,non-habitable,4.08,4.1,3.49,11.97351,12.26333,12.56213,
Kepler-80 b,non-habitable,6.93,6.93,2.35,40.83221,40.83221,40.83222,
Kepler-80 c,non-habitable,6.73,6.74,2.58,27.35724,27.35725,27.35726,
Kepler-80 d,non-habitable,6.73,6.74,1.4,123.7097,123.7097,123.7098,
Kepler-80 e,non-habitable,4.13,4.13,1.5,71.32323,71.32324,71.32324,
Kepler-80 f,non-habitable,,1.75,1.23,562.8943,562.8945,562.8945,
kepler-80 g,non-habitable,,1.31,1.13,8.133963,8.133963,8.133965,
Kepler-81 b,non-habitable,,3.1,2.54,35.53229,35.53229,35.5323,
Kepler-81 c,non-habitable,,24.53,2.45,14.06757,14.06757,14.06758,
Kepler-81 d,non-habitable,,1.65,1.21,6.801102,6.801102,6.801103,
Kepler-82 b,non-habitable,,13.82,4.11,26.85967,26.85968,26.85969,
Kepler-82 c,non-habitable,,35.55,5.63,11.00693,11.00693,11.00694,
Kepler-82 d,non-habitable,,6.4,1.77,663.6153,663.6154,663.6154,
Kepler-82 e,non-habitable,,25.16,2.46,193.2827,193.2828,193.2828,
Kepler-83 b,non-habitable,,19.94,2.34,12.88015,12.88015,12.88015,
Kepler-83 c,non-habitable,,9.15,1.94,4.93593,4.935931,4.935932,
Kepler-83 d,non-habitable,,9.09,1.94,30.12796,30.12797,30.12797,
Kepler-84 b,non-habitable,,15.26,2.2,182.6236,182.6236,182.6236,
Kepler-84 c,non-habitable,,22.35,2.4,107.8613,107.8613,107.8613,
Kepler-84 d,non-habitable,,2.58,1.38,465.2714,465.2715,465.2715,
Kepler-84 e,non-habitable,,3.33,2.6,38.40218,38.40219,38.40219,
Kepler-84 f,non-habitable,,15.1,2.2,20.1295,20.1295,20.12951,
Kepler-85 b,non-habitable,14.77,14.78,1.99,104.7829,104.783,104.783,
Kepler-85 c,non-habitable,18.58,18.76,2.21,60.68494,60.68495,60.68496,
Kepler-85 d,non-habitable,,1.59,1.2,38.60717,38.60717,38.60718,
Kepler-85 e,non-habitable,,1.92,1.27,24.55723,24.55724,24.55724,
Kepler-86 b,non-habitable,,295.83,10.14,0.6610634,1.440523,3.774419,
Kepler-87 b,non-habitable,324.15,324.3,13.55,12.27549,13.18331,14.17715,
Kepler-87 c,non-habitable,6.36,6.39,6.15,6.140928,6.634057,7.177973,
Kepler-88 b,non-habitable,8.68,8.7,3.78,72.64678,81.12296,90.87722,
Kepler-88 c,non-habitable,199.31,199.31,9.34,29.34532,32.7916,36.761,
Kepler-89 b,non-habitable,10.49,10.49,1.71,1377.021,1377.021,1377.021,
Kepler-89 c,non-habitable,15.53,15.58,4.32,351.2449,351.245,351.245,
Kepler-89 d,non-habitable,52.08,52.14,10.98,126.4482,126.4482,126.4482,
Kepler-89 e,non-habitable,,13.04,6.16,38.76572,38.76573,38.76574,
Kepler-90 b,non-habitable,,2.17,1.31,291.7477,291.7478,291.7479,
Kepler-90 c,non-habitable,,1.54,1.19,201.693,201.6931,201.6931,
Kepler-90 d,non-habitable,,4.62,2.88,15.60167,15.60167,15.60167,
Kepler-90 e,non-habitable,,3.62,2.67,9.05675,9.05675,9.056753,
Kepler-90 f,non-habitable,,4.68,2.89,6.797513,6.934422,7.074865,
Kepler-90 g,non-habitable,,115.43,8.12,3.169234,3.169234,3.169235,
Kepler-90 h,non-habitable,,671.8,11.31,1.566131,1.566131,1.566132,
Kepler-90 i,non-habitable,,2.23,1.32,39.94027,39.94027,39.94028,
Kepler-91 b,non-habitable,232.02,232.1,15.5,2590.981,2950.526,3374.875,
Kepler-92 b,non-habitable,60.09,60.09,3.65,160.2517,222.5764,318.3864,
Kepler-92 c,non-habitable,5.69,5.69,2.45,83.60589,90.49706,98.117,
Kepler-92 d,non-habitable,,11.73,2.07,34.85522,40.00123,46.13609,
Kepler-93 b,non-habitable,4,4.01,1.48,278.6089,278.6089,278.609,
Kepler-94 b,non-habitable,10.84,10.84,3.51,238.8539,238.8539,238.854,
Kepler-94 c,non-habitable,3127.26,3127.26,11.58,0.1060468,0.1060468,0.1060468,
Kepler-95 b,non-habitable,13.01,13.04,3.42,179.3888,179.3888,179.3888,
Kepler-96 b,non-habitable,8.58,8.58,2.67,62.15254,62.15255,62.15255,
Kepler-100 b,non-habitable,7.34,7.34,1.3,344.6292,443.7721,581.3266,
Kepler-100 c,non-habitable,0.85,0.86,2.22,184.7755,192.275,200.163,
Kepler-100 d,non-habitable,2.99,2.99,1.51,26.11889,53.75992,129.3627,
Kepler-101 b,non-habitable,,40.25,5.87,1045.348,1045.348,1045.349,
Kepler-101 c,non-habitable,,2.3,1.33,520.8656,520.8656,520.8657,
Kepler-102 b,non-habitable,0.41,0.41,0.47,91.62432,91.62434,91.62435,
Kepler-102 c,non-habitable,2.86,2.86,0.58,61.74284,61.74284,61.74286,
Kepler-102 d,non-habitable,2.59,2.61,1.16,37.12103,37.12103,37.12104,
Kepler-102 e,non-habitable,8.93,8.93,2.22,20.24718,20.24718,20.24718,
Kepler-102 f,non-habitable,0.63,0.64,0.88,10.18048,10.18048,10.18048,
Kepler-103 b,non-habitable,9.84,9.86,3.47,127.4984,135.3199,143.755,
Kepler-103 c,non-habitable,36.2,36.25,5.31,5.157349,5.366673,5.58684,
Kepler-104 b,non-habitable,,5.85,3.1,196.8567,196.8567,196.8568,
Kepler-104 c,non-habitable,,5.99,3.12,74.30586,74.30586,74.30587,
Kepler-104 d,non-habitable,,9.05,3.57,26.33538,26.33539,26.3354,
Kepler-105 c,non-habitable,4.43,4.45,1.31,277.0645,277.0645,277.0645,
Kepler-106 b,non-habitable,0.15,0.15,0.82,264.0607,264.0608,264.0608,
Kepler-106 c,non-habitable,10.32,10.44,2.5,92.21342,92.21343,92.21344,
Kepler-106 d,non-habitable,7.93,7.95,0.95,43.16492,43.16493,43.16494,
Kepler-106 e,non-habitable,11.16,11.17,2.55,19.30699,19.30699,19.307,
Kepler-107 b,non-habitable,,4.2,1.58,1037.89,1080.016,1124.323,
Kepler-107 c,non-habitable,,5.08,1.66,577.2351,600.6637,625.3057,
Kepler-107 d,non-habitable,,1.06,1.06,239.2571,313.9926,420.3625,
Kepler-107 e,non-habitable,,4.86,2.92,132.8148,138.2054,143.8753,
Kepler-108 b,non-habitable,,220.66,9.55,39.82743,60.75702,97.41682,
Kepler-108 c,non-habitable,,120.69,8.22,8.988112,9.728952,10.54814,
Kepler-109 b,non-habitable,1.3,1.3,2.34,285.1175,426.887,668.7512,
Kepler-109 c,non-habitable,2.22,2.22,2.63,80.91666,85.88062,91.2339,
Kepler-110 b,non-habitable,,7.21,1.83,130.7684,130.7685,130.7685,
Kepler-110 c,non-habitable,,15.43,2.21,38.18916,38.18917,38.18917,
Kepler-111 b,non-habitable,,4.2,1.58,716.0473,716.0474,716.0475,
Kepler-111 c,non-habitable,,79.78,7.29,2.616303,2.616303,2.616303,
Kepler-112 b,non-habitable,,20.8,2.36,103.5414,103.5414,103.5414,
Kepler-112 c,non-habitable,,22.16,2.4,20.2155,20.2155,20.2155,
Kepler-113 b,non-habitable,11.67,11.7,1.81,84.27971,84.27973,84.27974,
Kepler-113 c,non-habitable,8.58,8.58,2.17,36.39037,36.39037,36.39038,
Kepler-114 b,non-habitable,6.99,7,1.18,54.97305,54.97306,54.97307,
Kepler-114 c,non-habitable,39.86,40.01,1.6,30.33616,30.33616,30.33616,
Kepler-114 d,non-habitable,4.79,4.8,2.53,18.3515,18.3515,18.35151,
Kepler-115 b,non-habitable,,1.14,1.09,1295.298,1295.299,1295.299,
Kepler-115 c,non-habitable,,3.33,2.6,221.7871,221.7872,221.7872,
Kepler-116 b,non-habitable,,7.89,3.42,563.8542,563.8544,563.8545,
Kepler-116 c,non-habitable,,18.31,2.3,199.5028,199.5029,199.5029,
Kepler-117 b,non-habitable,,100.48,7.81,128.1917,128.1918,128.1918,
Kepler-117 c,non-habitable,,656.11,11.29,34.08943,34.08944,34.08944,
Kepler-118 b,non-habitable,,9.51,1.96,154.7596,154.7596,154.7596,
Kepler-118 c,non-habitable,,94.65,7.67,41.48252,41.48252,41.48252,
Kepler-119 b,non-habitable,,9.22,3.6,506.4221,506.4221,506.4222,
Kepler-119 c,non-habitable,,0.66,0.92,258.3786,258.3786,258.3787,
Kepler-120 b,non-habitable,,13.85,2.15,23.4507,23.45071,23.45071,
Kepler-120 c,non-habitable,,3.69,1.52,9.160431,9.160433,9.160435,
Kepler-121 b,non-habitable,,19.94,2.34,229.9651,229.9651,229.9651,
Kepler-121 c,non-habitable,,17.55,2.27,7.496932,7.496932,7.496933,
Kepler-122 b,non-habitable,,19.94,2.34,436.7884,436.7884,436.7885,
Kepler-122 c,non-habitable,,40.25,5.87,153.3852,153.3852,153.3852,
Kepler-122 d,non-habitable,,15.1,2.2,74.46765,74.46765,74.46767,
Kepler-122 e,non-habitable,,3.33,2.6,34.71997,34.71997,34.71997,
Kepler-123 b,non-habitable,,4.92,2.93,107.4354,107.4354,107.4354,
Kepler-123 c,non-habitable,,3.31,1.48,59.76649,59.7665,59.7665,
Kepler-124 b,non-habitable,,0.31,0.73,149.0846,149.0846,149.0846,
Kepler-124 c,non-habitable,,6.1,1.75,22.67576,22.67576,22.67577,
Kepler-124 d,non-habitable,,1.23,1.11,7.846285,7.846285,7.846286,
Kepler-125 b,non-habitable,,20.8,2.36,29.25246,29.25246,29.25246,
Kepler-125 c,non-habitable,,0.32,0.74,18.90557,18.90557,18.90557,
Kepler-126 b,non-habitable,,3,1.44,224.0878,257.1721,296.6137,
Kepler-126 c,non-habitable,,3.46,1.5,67.66645,97.58473,146.0251,
Kepler-126 d,non-habitable,,2.98,2.51,12.04148,12.53021,13.04426,
Kepler-127 b,non-habitable,,3.69,1.52,68.34081,167.2551,525.5611,
Kepler-127 c,non-habitable,,21.75,2.39,54.35923,57.69398,61.29026,
Kepler-127 d,non-habitable,,3.62,2.67,27.7343,29.4357,31.27054,
Kepler-128 b,non-habitable,29.89,29.92,1.13,177.769,177.769,177.769,
Kepler-128 c,non-habitable,32.77,33.07,1.13,102.5086,102.5086,102.5086,
Kepler-129 b,non-habitable,,22.59,2.41,152.7917,155.8691,159.0259,
Kepler-129 c,non-habitable,,3.02,2.52,12.02835,17.67505,27.05925,
Kepler-130 b,non-habitable,,0.8,0.98,166.3967,222.5487,304.5408,
Kepler-130 c,non-habitable,,4.28,2.81,37.16057,43.48022,51.20611,
Kepler-130 d,non-habitable,,2.17,1.31,2.98335,16.07256,241.5432,
Kepler-131 b,non-habitable,16.11,16.14,2.41,63.08414,63.08415,63.08415,
Kepler-131 c,non-habitable,8.26,8.27,0.84,34.11799,34.118,34.118,
Kepler-132 b,non-habitable,,1.65,1.21,361.3912,361.3912,361.3913,
Kepler-132 c,non-habitable,,1.98,1.28,350.8402,350.8402,350.8403,
Kepler-132 d,non-habitable,,3.88,1.55,87.71005,87.71006,87.71007,
Kepler-132 e,non-habitable,,1.49,1.18,             ,             ,             ,
Kepler-133 b,non-habitable,,6.25,1.76,288.2984,288.2984,288.2985,
Kepler-133 c,non-habitable,,4.4,2.83,47.72413,47.72414,47.72415,
Kepler-134 b,non-habitable,,10.17,1.99,444.6593,444.6593,444.6594,
Kepler-134 c,non-habitable,,1.86,1.25,189.1273,189.1273,189.1273,
Kepler-135 b,non-habitable,,6.88,1.8,443.4215,443.4215,443.4216,
Kepler-135 c,non-habitable,,1.4,1.15,187.6255,187.6255,187.6256,
Kepler-136 b,non-habitable,,11.37,2.05,210.2219,210.2219,210.222,
Kepler-136 c,non-habitable,,10.17,1.99,133.5323,133.5323,133.5324,
Kepler-137 b,non-habitable,,3.22,1.47,70.10569,70.10571,70.10571,
Kepler-137 c,non-habitable,,8.1,1.88,24.59507,24.59507,24.59507,
Kepler-138 b,non-habitable,0.07,0.07,0.58,10.55583,10.55583,10.55583,
Kepler-138 c,non-habitable,1.01,1.01,1.61,6.127389,6.763582,7.4849,
Kepler-138 d,non-habitable,1,1.01,1.61,3.237648,3.395818,3.563853,
Kepler-139 b,non-habitable,,4.92,2.93,92.05746,92.05746,92.05748,
Kepler-139 c,non-habitable,,7.65,3.38,4.323854,4.323855,4.323856,
Kepler-140 b,non-habitable,,4.54,1.61,1005.544,1005.544,1005.545,
Kepler-140 c,non-habitable,,6.88,1.8,11.88025,11.88025,11.88025,
Kepler-141 b,non-habitable,,0.27,0.69,213.964,213.964,213.9641,
Kepler-141 c,non-habitable,,2.81,1.41,72.49706,72.49706,72.49708,
Kepler-142 b,non-habitable,,10.17,1.99,1588.223,1588.223,1588.224,
Kepler-142 c,non-habitable,,4.51,2.86,500.5665,500.5665,500.5667,
Kepler-142 d,non-habitable,,14.15,2.16,27.77031,27.77032,27.77032,
Kepler-143 b,non-habitable,,22.64,2.41,120.3344,120.3344,120.3344,
Kepler-143 c,non-habitable,,7.57,3.37,59.24339,59.24339,59.2434,
Kepler-144 b,non-habitable,,2.3,1.33,431.3505,431.3506,431.3507,
Kepler-144 c,non-habitable,,2.37,1.34,212.6486,212.6486,212.6487,
Kepler-145 b,non-habitable,36.97,37.1,2.55,70.65758,159.991,444.5796,
Kepler-145 c,non-habitable,79.41,79.42,3.92,50.94779,63.14973,79.24062,
Kepler-146 b,non-habitable,,10.12,3.71,41.10402,41.10403,41.10403,
Kepler-146 c,non-habitable,,5.99,3.12,12.40914,12.40914,12.40914,
Kepler-147 b,non-habitable,,3.69,1.52,198.3552,198.3552,198.3552,
Kepler-147 c,non-habitable,,23.62,2.43,54.28664,54.28664,54.28665,
Kepler-148 b,non-habitable,,6.88,1.8,638.7241,638.7241,638.7242,
Kepler-148 c,non-habitable,,9.22,3.6,200.3038,200.3039,200.3039,
Kepler-148 d,non-habitable,,147.17,8.67,             ,             ,             ,
Kepler-149 b,non-habitable,,14.86,4.21,20.0518,20.0518,20.05181,
Kepler-149 c,non-habitable,,4.54,1.61,8.597583,8.597584,8.597586,
Kepler-149 d,non-habitable,,12.3,3.95,2.082173,2.082173,2.082173,
Kepler-150 b,non-habitable,,1.86,1.25,391.3265,391.3266,391.3267,
Kepler-150 c,non-habitable,,9.94,3.68,142.167,142.1671,142.1671,
Kepler-150 d,non-habitable,,4.18,2.79,70.04513,70.04514,70.04515,
Kepler-150 e,non-habitable,,5.92,3.11,21.20904,21.20905,21.20905,
Kepler-150 f,psychroplanet,8.96,9,3.64,0.4927213,0.4927213,0.4927214,
Kepler-151 b,non-habitable,,5.59,3.06,40.82259,40.8226,40.8226,
Kepler-151 c,non-habitable,,12.15,2.08,21.45737,21.45738,21.45738,
Kepler-152 b,non-habitable,,4.18,2.79,20.27215,20.27215,20.27216,
Kepler-152 c,non-habitable,,21.7,2.39,2.459479,2.45948,2.45948,
Kepler-153 b,non-habitable,,4.86,2.92,36.42099,36.42099,36.421,
Kepler-153 c,non-habitable,,3.06,2.53,10.79033,10.79033,10.79033,
Kepler-154 b,non-habitable,,17.18,2.26,23.9888,23.9888,23.98881,
Kepler-154 c,non-habitable,,4.98,2.95,10.24362,10.24362,10.24363,
Kepler-154 d,non-habitable,,11.27,3.84,47.16817,47.16818,47.16819,
Kepler-154 e,non-habitable,,3.49,1.5,427.6901,427.6902,427.6902,
Kepler-154 f,non-habitable,,3.49,1.5,124.5705,124.5705,124.5705,
Kepler-155 b,non-habitable,,12.15,2.08,45.4185,45.41851,45.41851,
Kepler-155 c,non-habitable,,16.46,2.24,2.432081,2.432082,2.432082,
Kepler-156 b,non-habitable,,18.31,2.3,135.9277,135.9277,135.9277,
Kepler-156 c,non-habitable,,3.1,2.54,28.95502,28.95502,28.95502,
Kepler-157 b,non-habitable,,2.23,1.32,1375.775,1375.775,1375.776,
Kepler-157 c,non-habitable,,16.46,2.24,89.14114,89.14114,89.14116,
Kepler-157 d,non-habitable,,3.14,1.46,             ,             ,             ,
Kepler-158 b,non-habitable,,12.97,2.12,12.78565,12.78565,12.78565,
Kepler-158 c,non-habitable,,8.48,1.9,6.310366,6.310367,6.310368,
Kepler-159 b,non-habitable,,21.25,2.37,26.59481,26.59481,26.59482,
Kepler-159 c,non-habitable,,7.81,3.4,3.762804,3.762804,3.762805,
Kepler-160 b,non-habitable,,3.78,1.53,327.0515,327.0515,327.0515,
Kepler-160 c,non-habitable,,9.31,3.61,68.81817,68.81817,68.81819,
Kepler-161 b,non-habitable,,12.97,2.12,134.228,134.228,134.228,
Kepler-161 c,non-habitable,,11.37,2.05,84.64725,84.64725,84.64726,
Kepler-162 b,non-habitable,,1.86,1.25,198.7155,198.7155,198.7155,
Kepler-162 c,non-habitable,,5.4,3.02,50.40675,50.40676,50.40676,
