P. Name,P. Habitable Class,P. Min Mass (EU),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Hab Zone Min (AU),S. Hab Zone Max (AU),
K2-5 c,non-habitable,,0.61,0.57,3930,0.069536,0.214,0.544,
K2-6 b,non-habitable,,0.97,0.96,5850,0.968402,0.735,1.729,
K2-7 b,non-habitable,,0.97,0.96,5772,0.917778,0.719,1.695,
K2-8 b,non-habitable,,0.78,0.74,4870,0.276356,0.414,1.007,
K2-8 c,non-habitable,,0.78,0.74,4870,0.276356,0.414,1.007,
K2-10 b,non-habitable,,0.92,0.98,5620,0.859582,0.702,1.662,
K2-11 b,non-habitable,,1.35,5.15,5433,20.733047,3.487,8.299,
K2-12 b,non-habitable,,1.01,1.01,5800,1.035725,0.763,1.796,
K2-13 b,non-habitable,,0.8,0.78,5698,0.575399,0.572,1.351,
K2-14 b,non-habitable,,0.47,0.45,3789,0.037447,0.158,0.403,
K2-15 b,non-habitable,,0.72,0.68,5131,0.287552,0.417,1.004,
K2-16 b,non-habitable,,0.68,0.66,4742,0.197617,0.352,0.861,
K2-16 c,non-habitable,,0.68,0.66,4742,0.197617,0.352,0.861,
K2-17 b,non-habitable,,0.71,0.66,4320,0.136117,0.297,0.739,
K2-18 b,mesoplanet,,0.41,0.39,3503,0.020548,0.117,0.304,
K2-18 c,non-habitable,7.5,0.41,0.39,3503,0.020972,0.118,0.307,
K2-19 b,non-habitable,,0.93,0.86,5430,0.576881,0.582,1.385,
K2-19 c,non-habitable,,0.93,0.86,5430,0.576881,0.582,1.385,
K2-19 d,non-habitable,,0.93,0.86,5430,0.576881,0.582,1.385,
K2-21 b,non-habitable,,0.64,0.6,4043,0.086299,0.238,0.601,
K2-21 c,non-habitable,,0.64,0.6,4043,0.086299,0.238,0.601,
K2-22 b,non-habitable,,0.6,0.57,3830,0.062724,0.204,0.52,
K2-24 b,non-habitable,,1.12,1.21,5743,1.428946,0.899,2.12,
K2-24 c,non-habitable,,1.12,1.21,5743,1.428946,0.899,2.12,
K2-25 b,non-habitable,,0.29,0.29,3180,0.007716,0.072,0.19,
K2-26 b,non-habitable,,0.56,0.52,3785,0.049792,0.182,0.465,
K2-27 b,non-habitable,,0.89,0.85,5320,0.519247,0.555,1.327,
K2-28 b,non-habitable,,0.26,0.29,3214,0.008051,0.074,0.194,
K2-29 b,non-habitable,,0.94,0.86,5358,0.546887,0.569,1.357,
K2-30 b,non-habitable,,0.9,0.84,5425,0.548337,0.567,1.351,
K2-31 b,non-habitable,590.1,1,0.99,5412,0.754382,0.666,1.586,
K2-32 b,non-habitable,,0.87,0.87,5315,0.541928,0.567,1.356,
K2-32 c,non-habitable,,0.87,0.87,5315,0.541928,0.567,1.356,
K2-32 d,non-habitable,,0.87,0.87,5315,0.541928,0.567,1.356,
K2-33 b,non-habitable,,0.56,1.05,3540,0.155339,0.322,0.834,
K2-34 b,non-habitable,,1.28,1.53,6132,2.969486,1.266,2.957,
K2-35 b,non-habitable,,0.76,0.72,4680,0.22312,0.375,0.919,
K2-35 c,non-habitable,,0.76,0.72,4680,0.22312,0.375,0.919,
K2-36 b,non-habitable,,0.8,0.74,4924,0.288819,0.422,1.025,
K2-36 c,non-habitable,,0.8,0.74,4924,0.288819,0.422,1.025,
K2-37 b,non-habitable,,0.9,0.85,5413,0.556519,0.572,1.362,
K2-37 c,non-habitable,,0.9,0.85,5413,0.556519,0.572,1.362,
K2-37 d,non-habitable,,0.9,0.85,5413,0.556519,0.572,1.362,
K2-38 b,non-habitable,,1.07,1.1,5757,1.192505,0.821,1.934,
K2-38 c,non-habitable,,1.07,1.1,5757,1.192505,0.821,1.934,
K2-39 b,non-habitable,,1.53,3.88,4881,7.666347,2.181,5.298,
K2-42 b,non-habitable,,0.7,0.64,4613,0.166412,0.325,0.799,
K2-43 b,non-habitable,,0.6,0.57,3939,0.070175,0.215,0.546,
K2-44 b,non-habitable,,1.15,1.58,5912,2.736162,1.231,2.891,
K2-45 b,non-habitable,,0.5,0.45,4103,0.05149,0.184,0.462,
K2-46 b,non-habitable,,0.96,1.29,6256,2.286947,1.102,2.569,
K2-47 b,non-habitable,,0.75,0.76,5054,0.33811,0.454,1.096,
K2-48 b,non-habitable,,0.77,0.73,4899,0.275401,0.413,1.003,
K2-49 b,non-habitable,,0.51,0.45,4175,0.0552,0.19,0.476,
K2-50 b,non-habitable,,0.61,0.55,4326,0.095052,0.248,0.618,
K2-51 b,non-habitable,,1.01,1.37,5452,1.487833,0.933,2.219,
K2-52 b,non-habitable,,1.21,1.49,6113,2.781506,1.226,2.866,
K2-53 b,non-habitable,,0.83,0.85,5269,0.499621,0.546,1.307,
K2-54 b,non-habitable,,0.42,0.38,3798,0.026957,0.134,0.342,
K2-55 b,non-habitable,,0.7,0.63,4456,0.140395,0.3,0.743,
K2-57 b,non-habitable,,0.68,0.62,4434,0.133308,0.293,0.725,
K2-58 b,non-habitable,,0.89,0.86,5413,0.56969,0.579,1.378,
K2-58 c,non-habitable,,0.89,0.86,5413,0.56969,0.579,1.378,
K2-58 d,non-habitable,,0.89,0.86,5413,0.56969,0.579,1.378,
K2-59 b,non-habitable,,0.77,0.73,5055,0.312191,0.436,1.053,
K2-59 c,non-habitable,,0.77,0.73,5055,0.312191,0.436,1.053,
K2-60 b,non-habitable,,1.08,1.47,5749,2.117843,1.094,2.58,
K2-61 b,non-habitable,,1.21,1.36,6293,2.602548,1.173,2.733,
K2-62 b,non-habitable,,0.77,0.73,4880,0.271153,0.41,0.996,
K2-62 c,non-habitable,,0.77,0.73,4880,0.271153,0.41,0.996,
K2-63 b,non-habitable,,1.4,1.63,6771,5.010445,1.584,3.664,
K2-64 b,non-habitable,,0.74,0.73,5312,0.380687,0.476,1.137,
K2-65 b,non-habitable,,0.87,0.84,5213,0.467519,0.53,1.271,
K2-66 b,non-habitable,,1.16,1.71,5958,3.305856,1.35,3.166,
K2-67 b,non-habitable,,0.94,1.12,5984,1.443086,0.89,2.087,
K2-68 b,non-habitable,,0.73,0.68,4746,0.210484,0.363,0.888,
K2-69 b,non-habitable,,0.55,0.49,4127,0.062491,0.202,0.508,
K2-70 b,non-habitable,,0.94,0.93,5622,0.77521,0.667,1.578,
K2-71 b,non-habitable,,0.48,0.43,4006,0.042724,0.168,0.424,
K2-72 b,non-habitable,,0.41,0.4,3497,0.021468,0.12,0.311,
K2-72 c,non-habitable,,0.41,0.4,3497,0.021468,0.12,0.311,
K2-72 d,non-habitable,,0.41,0.4,3497,0.021468,0.12,0.311,
K2-72 e,mesoplanet,,0.41,0.4,3497,0.021468,0.12,0.311,
K2-73 b,non-habitable,,1.05,1.06,5922,1.239867,0.828,1.945,
K2-74 b,non-habitable,,0.96,0.98,6060,1.162071,0.795,1.861,
K2-75 b,non-habitable,,1.16,1.56,5995,2.820304,1.244,2.915,
K2-75 c,non-habitable,,1.16,1.56,5995,2.820304,1.244,2.915,
K2-76 b,non-habitable,,1.02,1.28,5806,1.67039,0.968,2.28,
K2-77 b,non-habitable,,0.87,0.83,5297,0.486593,0.538,1.287,
K2-78 b,non-habitable,,0.9,0.88,5729,0.748463,0.651,1.536,
K2-79 b,non-habitable,,1.06,1.28,5926,1.812827,1.001,2.351,
K2-80 b,non-habitable,,0.9,0.87,5441,0.595173,0.59,1.405,
K2-80 c,non-habitable,,0.9,0.87,5441,0.595173,0.59,1.405,
K2-81 b,non-habitable,,0.7,0.63,4530,0.149956,0.309,0.763,
K2-82 b,non-habitable,,0.15,0.17,3415,0.003527,0.049,0.127,
K2-83 b,non-habitable,,0.48,0.42,3910,0.036991,0.156,0.397,
K2-83 c,non-habitable,,0.48,0.42,3910,0.036991,0.156,0.397,
K2-84 b,non-habitable,,0.95,0.93,5652,0.791889,0.673,1.591,
K2-84 c,non-habitable,,0.95,0.93,5652,0.791889,0.673,1.591,
K2-85 b,non-habitable,,0.57,0.51,4268,0.077433,0.224,0.56,
K2-86 b,non-habitable,,0.79,0.76,5482,0.468029,0.522,1.241,
K2-87 b,non-habitable,,0.95,0.93,5406,0.662766,0.624,1.487,
K2-88 b,non-habitable,,0.26,0.26,3537,0.009492,0.08,0.206,
K2-89 b,non-habitable,,0.35,0.32,3691,0.017052,0.107,0.274,
K2-90 b,non-habitable,,0.56,0.49,4136,0.063038,0.203,0.51,
K2-90 c,non-habitable,,0.56,0.49,4136,0.063038,0.203,0.51,
K2-91 b,non-habitable,,0.29,0.28,3622,0.012106,0.09,0.232,
K2-92 b,non-habitable,,1.04,1.38,6098,2.362641,1.131,2.645,
K2-95 b,non-habitable,375.45,0.43,0.44,3410,0.023486,0.125,0.327,
K2-97 b,non-habitable,,1.16,4.2,,1.810639,,,
K2-99 b,non-habitable,,1.6,3.1,5990,11.099939,2.468,5.785,
K2-105 b,non-habitable,,1.01,0.95,5434,0.706018,0.643,1.531,
K2-106 b,non-habitable,,0.93,0.83,5814,0.70623,0.629,1.481,
K2-106 c,non-habitable,,0.93,0.83,5814,0.70623,0.629,1.481,
K2-108 b,non-habitable,,1.12,1.75,5474,2.467091,1.2,2.852,
K2-110 b,non-habitable,11.51,0.74,0.71,5010,0.287356,0.42,1.014,
K2-136 b,non-habitable,,0.74,0.66,4499,0.160119,0.32,0.791,
K2-136 c,non-habitable,,0.74,0.66,4499,0.160119,0.32,0.791,
K2-136 d,non-habitable,,0.74,0.66,4499,0.160119,0.32,0.791,
K2-137 b,non-habitable,,0.46,0.44,3492,0.026063,0.132,0.343,
K2-138 b,non-habitable,,0.93,0.86,5378,0.555098,0.572,1.365,
K2-138 c,non-habitable,,0.93,0.86,5378,0.555098,0.572,1.365,
K2-138 d,non-habitable,,0.93,0.86,5378,0.555098,0.572,1.365,
K2-138 e,non-habitable,,0.93,0.86,5378,0.555098,0.572,1.365,
K2-138 f,non-habitable,,0.93,0.86,5378,0.555098,0.572,1.365,
K2-139 b,non-habitable,,0.92,0.86,5287,0.51847,0.556,1.329,
K2-141 b,non-habitable,,0.71,0.68,4599,0.186139,0.344,0.846,
K2-141 c,non-habitable,,0.71,0.68,4599,0.186139,0.344,0.846,
K2-216 b,non-habitable,,0.7,0.72,4503,0.191233,0.35,0.864,
kappa And b,non-habitable,,2.8,2.29,11361,78.383925,6.139,14.148,
kappa CrB b,non-habitable,508.7,1.51,5,4960,13.575524,2.891,7.002,
Kapteyn b,psychroplanet,4.8,0.28,0.29,3550,0.011984,0.089,0.232,
Kapteyn c,non-habitable,7,0.28,0.29,3550,0.011984,0.089,0.232,
KELT-1 b,non-habitable,8657.51,1.33,1.47,6516,3.49977,1.343,3.116,
KELT-2 A b,non-habitable,351.49,1.31,1.84,6148,4.349152,1.53,3.574,
KELT-3 b,non-habitable,345.36,1.28,1.48,6304,3.112083,1.282,2.986,
KELT-4 A b,non-habitable,242.17,1.2,1.61,6207,3.451982,1.358,3.169,
KELT-6 b,non-habitable,,1.13,1.53,6272,3.245854,1.312,3.057,
KELT-6 c,non-habitable,1179.56,1.13,1.53,6272,3.245854,1.312,3.057,
KELT-7 b,non-habitable,,1.53,1.73,6789,5.717536,1.691,3.91,
KELT-8 b,non-habitable,277.74,1.21,1.67,5754,2.742851,1.245,2.934,
KELT-10 b,non-habitable,,1.11,1.21,5948,1.641445,0.952,2.232,
KELT-11 b,non-habitable,,1.44,2.72,5370,5.519818,1.805,4.306,
KELT-15 b,non-habitable,,1.18,1.48,6003,2.555485,1.183,2.773,
KELT-16 b,non-habitable,,1.21,1.36,6236,2.509528,1.156,2.696,
KELT-17 b,non-habitable,,1.64,1.65,7454,7.49513,1.898,4.375,
KELT-18 b,non-habitable,,1.52,1.91,6670,6.464722,1.809,4.19,
KELT-19 A b,non-habitable,,1.62,1.83,7500,9.506861,2.138,4.927,
KELT-20 b,non-habitable,,2,1.56,8981,14.223105,2.615,6.027,
KELT-21 b,non-habitable,,1.46,1.64,7598,8.022594,1.964,4.526,
Kepler-4 b,non-habitable,,1.22,1.49,5857,2.334601,1.141,2.683,
Kepler-5 b,non-habitable,,1.37,1.79,6297,4.535083,1.549,3.607,
Kepler-6 b,non-habitable,212.61,1.21,1.39,5647,1.765287,1.005,2.376,
Kepler-7 b,non-habitable,118,1.36,2.02,5933,4.536177,1.583,3.716,
Kepler-8 b,non-habitable,,1.21,1.49,6213,2.952112,1.256,2.929,
Kepler-9 b,non-habitable,,1,1.1,5722,1.163769,0.812,1.917,
Kepler-9 c,non-habitable,,1,1.1,5722,1.163769,0.812,1.917,
Kepler-9 d,non-habitable,5.24,1,1.1,5722,1.163769,0.812,1.917,
Kepler-10 b,non-habitable,3.33,0.91,1.06,5708,1.080252,0.783,1.849,
Kepler-10 c,non-habitable,,0.91,1.06,5708,1.080252,0.783,1.849,
Kepler-11 b,non-habitable,1.9,0.95,1.1,5680,1.129974,0.802,1.896,
Kepler-11 c,non-habitable,2.39,0.95,1.1,5680,1.129974,0.802,1.896,
Kepler-11 d,non-habitable,,0.95,1.1,5680,1.129974,0.802,1.896,
Kepler-11 e,non-habitable,,0.95,1.1,5680,1.129974,0.802,1.896,
Kepler-11 f,non-habitable,,0.95,1.1,5680,1.129974,0.802,1.896,
Kepler-11 g,non-habitable,,0.95,1.1,5680,1.129974,0.802,1.896,
Kepler-12 b,non-habitable,136.63,1.17,1.48,5947,2.468106,1.167,2.738,
Kepler-13 A b,non-habitable,2098.4,2.05,2.55,8500,30.454107,3.827,8.819,
Kepler-14 b,non-habitable,2667.2,1.51,2.05,6395,6.293785,1.814,4.217,
Kepler-15 b,non-habitable,209.84,1.02,0.99,5595,0.865194,0.706,1.671,
Kepler-16(AB) b,non-habitable,105.7,0.69,0.65,4450,0.148647,0.309,0.765,
Kepler-17 b,non-habitable,776.56,1.16,1.05,5781,1.104791,0.789,1.858,
Kepler-18 b,non-habitable,6.84,0.97,1.11,5383,0.924841,0.738,1.761,
Kepler-18 c,non-habitable,17.19,0.97,1.11,5383,0.924841,0.738,1.761,
Kepler-18 d,non-habitable,16.28,0.97,1.11,5383,0.924841,0.738,1.761,
Kepler-19 b,non-habitable,,0.94,0.85,5541,0.611055,0.595,1.411,
Kepler-19 c,non-habitable,13.1,0.94,0.85,5541,0.611055,0.595,1.411,
Kepler-19 d,non-habitable,22.51,0.94,0.85,5541,0.611055,0.595,1.411,
Kepler-20 b,non-habitable,9.7,0.91,0.94,5466,0.713694,0.646,1.535,
Kepler-20 c,non-habitable,,0.91,0.94,5466,0.713694,0.646,1.535,
Kepler-20 d,non-habitable,,0.91,0.94,5466,0.713694,0.646,1.535,
Kepler-20 e,non-habitable,,0.91,0.94,5466,0.713694,0.646,1.535,
Kepler-20 f,non-habitable,,0.91,0.94,5466,0.713694,0.646,1.535,
Kepler-20 g,non-habitable,19.97,0.91,0.94,5466,0.713694,0.646,1.535,
Kepler-21 b,non-habitable,,1.34,1.86,6131,4.385721,1.538,3.594,
Kepler-22 b,mesoplanet,,0.97,0.98,5518,0.797227,0.68,1.615,
Kepler-23 b,non-habitable,,1.11,1.52,5760,2.281744,1.135,2.675,
Kepler-23 c,non-habitable,,1.11,1.52,5760,2.281744,1.135,2.675,
Kepler-23 d,non-habitable,17.37,1.11,1.52,5760,2.281744,1.135,2.675,
Kepler-24 b,non-habitable,,1.03,1.07,5800,1.162437,0.808,1.903,
Kepler-24 c,non-habitable,,1.03,1.07,5800,1.162437,0.808,1.903,
Kepler-25 b,non-habitable,,1.22,1.36,6190,2.436297,1.142,2.666,
Kepler-25 c,non-habitable,,1.22,1.36,6190,2.436297,1.142,2.666,
Kepler-25 d,non-habitable,89.93,1.22,1.36,6190,2.436297,1.142,2.666,
Kepler-26 b,non-habitable,,0.65,0.59,4500,0.128069,0.286,0.707,
Kepler-26 c,non-habitable,,0.65,0.59,4500,0.128069,0.286,0.707,
Kepler-26 e,non-habitable,,0.65,0.59,4500,0.128069,0.286,0.707,
Kepler-27 b,non-habitable,,0.65,0.59,5400,0.265564,0.395,0.942,
Kepler-27 c,non-habitable,,0.65,0.59,5400,0.265564,0.395,0.942,
Kepler-28 b,non-habitable,,0.75,0.7,4590,0.195136,0.352,0.866,
Kepler-28 c,non-habitable,,0.75,0.7,4590,0.195136,0.352,0.866,
Kepler-29 b,non-habitable,,1,0.96,5750,0.903865,0.715,1.685,
Kepler-29 c,non-habitable,,1,0.96,5750,0.903865,0.715,1.685,
Kepler-30 b,non-habitable,,0.99,0.95,5498,0.739871,0.656,1.559,
Kepler-30 c,non-habitable,,0.99,0.95,5498,0.739871,0.656,1.559,
Kepler-30 d,non-habitable,,0.99,0.95,5498,0.739871,0.656,1.559,
Kepler-31 b,non-habitable,,1.21,1.22,6340,2.157578,1.065,2.479,
Kepler-31 c,non-habitable,,1.21,1.22,6340,2.157578,1.065,2.479,
Kepler-31 d,non-habitable,,1.21,1.22,6340,2.157578,1.065,2.479,
Kepler-32 b,non-habitable,,0.58,0.53,3900,0.058304,0.196,0.499,
Kepler-32 c,non-habitable,,0.58,0.53,3900,0.058304,0.196,0.499,
Kepler-33 b,non-habitable,,1.29,1.82,5904,3.610921,1.415,3.324,
Kepler-33 c,non-habitable,,1.29,1.82,5904,3.610921,1.415,3.324,
Kepler-33 d,non-habitable,,1.29,1.82,5904,3.610921,1.415,3.324,
Kepler-33 e,non-habitable,,1.29,1.82,5904,3.610921,1.415,3.324,
Kepler-33 f,non-habitable,,1.29,1.82,5904,3.610921,1.415,3.324,
Kepler-34(AB)  b,non-habitable,,2.07,1.1,5913,1.32711,0.858,2.013,
Kepler-35(AB) b,non-habitable,40.03,1.7,1,5606,0.88614,0.714,1.69,
Kepler-36 b,non-habitable,4.46,1.11,1.66,5900,2.995809,1.289,3.028,
Kepler-36 c,non-habitable,8.07,1.11,1.66,5900,2.995809,1.289,3.028,
Kepler-37 b,non-habitable,,0.8,0.77,5417,0.458043,0.519,1.235,
Kepler-37 c,non-habitable,,0.8,0.77,5417,0.458043,0.519,1.235,
Kepler-37 d,non-habitable,,0.8,0.77,5417,0.458043,0.519,1.235,
Kepler-38(AB) b,non-habitable,120.81,0.95,1.76,5640,2.802527,1.267,2.996,
Kepler-39 b,non-habitable,,1.1,1.39,6260,2.662054,1.189,2.771,
Kepler-40 b,non-habitable,699.31,1.48,2.13,6510,7.310936,1.942,4.506,
Kepler-41  b,non-habitable,155.74,0.94,0.89,5731,0.76664,0.659,1.554,
Kepler-42 b,non-habitable,,0.13,0.17,3068,0.002297,0.039,0.104,
Kepler-42 c,non-habitable,,0.13,0.17,3068,0.002297,0.039,0.104,
Kepler-42 d,non-habitable,,0.13,0.17,3068,0.002297,0.039,0.104,
Kepler-43 b,non-habitable,1016.7,1.32,1.42,6041,2.409361,1.146,2.684,
Kepler-44 b,non-habitable,323.91,0.84,0.87,5442,0.595611,0.591,1.405,
Kepler-45 b,non-habitable,154.03,0.56,0.53,4098,0.071346,0.216,0.544,
Kepler-46 b,non-habitable,,0.9,0.94,5155,0.559835,0.582,1.398,
Kepler-46 c,non-habitable,115.09,0.9,0.94,5155,0.559835,0.582,1.398,
Kepler-47(AB) b,non-habitable,,1.04,0.96,5636,0.841255,0.694,1.642,
Kepler-47(AB) c,non-habitable,,1.04,0.96,5636,0.841255,0.694,1.642,
Kepler-48 b,non-habitable,,0.88,0.89,5194,0.517223,0.558,1.339,
Kepler-48 c,non-habitable,14.56,0.88,0.89,5194,0.517223,0.558,1.339,
Kepler-48 d,non-habitable,7.95,0.88,0.89,5194,0.517223,0.558,1.339,
Kepler-48 e,non-habitable,657.18,0.88,0.89,5194,0.517223,0.558,1.339,
Kepler-49 b,non-habitable,,0.55,0.53,3974,0.062857,0.203,0.516,
Kepler-49 c,non-habitable,,0.55,0.53,3974,0.062857,0.203,0.516,
Kepler-49 d,non-habitable,,0.55,0.53,3974,0.062857,0.203,0.516,
Kepler-49 e,non-habitable,,0.55,0.53,3974,0.062857,0.203,0.516,
Kepler-50 b,non-habitable,31.77,1.24,1.58,6225,3.363268,1.339,3.124,
Kepler-50 c,non-habitable,34.96,1.24,1.58,6225,3.363268,1.339,3.124,
Kepler-51 b,non-habitable,2.09,1,0.91,5803,0.842525,0.688,1.619,
Kepler-51 c,non-habitable,4,1,0.91,5803,0.842525,0.688,1.619,
Kepler-52 b,non-habitable,,0.54,0.52,4075,0.066897,0.209,0.528,
Kepler-52 c,non-habitable,,0.54,0.52,4075,0.066897,0.209,0.528,
Kepler-52 d,non-habitable,,0.54,0.52,4075,0.066897,0.209,0.528,
Kepler-53 b,non-habitable,,0.98,0.89,5858,0.836888,0.683,1.606,
Kepler-53 c,non-habitable,5001.14,0.98,0.89,5858,0.836888,0.683,1.606,
Kepler-53 d,non-habitable,,0.98,0.89,5858,0.836888,0.683,1.606,
Kepler-54 b,non-habitable,,0.51,0.5,3705,0.042265,0.168,0.431,
Kepler-54 c,non-habitable,,0.51,0.5,3705,0.042265,0.168,0.431,
Kepler-54 d,non-habitable,,0.51,0.5,3705,0.042265,0.168,0.431,
Kepler-55 b,non-habitable,,0.62,0.58,4362,0.109267,0.266,0.66,
Kepler-55 c,non-habitable,,0.62,0.58,4362,0.109267,0.266,0.66,
Kepler-55 d,non-habitable,,0.62,0.58,4362,0.109267,0.266,0.66,
Kepler-55 e,non-habitable,,0.62,0.58,4362,0.109267,0.266,0.66,
Kepler-55 f,non-habitable,,0.62,0.58,4362,0.109267,0.266,0.66,
Kepler-56 b,non-habitable,22.12,1.32,4.23,4840,8.809515,2.342,5.699,
Kepler-56 c,non-habitable,180.68,1.32,4.23,4840,8.809515,2.342,5.699,
Kepler-56 d,non-habitable,1783.64,1.32,4.23,4840,8.809515,2.342,5.699,
Kepler-57 b,non-habitable,,0.83,0.73,5145,0.335025,0.45,1.082,
Kepler-57 c,non-habitable,2209.11,0.83,0.73,5145,0.335025,0.45,1.082,
Kepler-58 b,non-habitable,441.2,0.95,1.03,5843,1.10945,0.787,1.852,
Kepler-58 c,non-habitable,695.4,0.95,1.03,5843,1.10945,0.787,1.852,
Kepler-58 d,non-habitable,,0.95,1.03,5843,1.10945,0.787,1.852,
Kepler-59 b,non-habitable,651.05,1.04,0.94,6074,1.079058,0.766,1.791,
Kepler-59 c,non-habitable,434.52,1.04,0.94,6074,1.079058,0.766,1.791,
Kepler-60 b,non-habitable,4.18,1.1,1.5,5915,2.471106,1.17,2.747,
Kepler-60 c,non-habitable,3.85,1.1,1.5,5915,2.471106,1.17,2.747,
Kepler-60 d,non-habitable,4.16,1.1,1.5,5915,2.471106,1.17,2.747,
Kepler-61 b,mesoplanet,,0.64,0.62,4017,0.089801,0.243,0.614,
Kepler-62 b,non-habitable,,0.69,0.63,4869,0.200138,0.353,0.857,
Kepler-62 c,non-habitable,,0.69,0.63,4869,0.200138,0.353,0.857,
Kepler-62 d,non-habitable,,0.69,0.63,4869,0.200138,0.353,0.857,
Kepler-62 e,mesoplanet,,0.69,0.63,4869,0.200138,0.353,0.857,
Kepler-62 f,psychroplanet,,0.69,0.63,4869,0.200138,0.353,0.857,
Kepler-63 b,non-habitable,,0.98,0.9,5576,0.704094,0.637,1.51,
Kepler-64(AB) b,non-habitable,168.43,1.93,1.7,7300,13.87488,2.583,5.953,
Kepler-65 b,non-habitable,,1.2,1.4,6211,2.613192,1.182,2.756,
Kepler-65 c,non-habitable,26.69,1.2,1.4,6211,2.613192,1.182,2.756,
Kepler-65 d,non-habitable,,1.2,1.4,6211,2.613192,1.182,2.756,
Kepler-66 b,non-habitable,,1.04,0.97,5962,1.057821,0.763,1.79,
Kepler-67 b,non-habitable,,0.86,0.78,5331,0.438615,0.51,1.218,
Kepler-68 b,non-habitable,5.96,1.08,1.24,5793,1.561156,0.937,2.206,
Kepler-68 c,non-habitable,,1.08,1.24,5793,1.561156,0.937,2.206,
Kepler-68 d,non-habitable,267.07,1.08,1.24,5793,1.561156,0.937,2.206,
Kepler-69 b,non-habitable,,0.81,0.93,5638,0.784072,0.67,1.585,
Kepler-69 c,non-habitable,,0.81,0.93,5638,0.784072,0.67,1.585,
Kepler-70  b,non-habitable,0.45,0.5,0.2,27730,21.861576,3.242,7.472,
Kepler-70 c,non-habitable,0.67,0.5,0.2,27730,21.861576,3.242,7.472,
Kepler-71 b,non-habitable,,0.92,0.82,5591,0.583752,0.58,1.373,
Kepler-74 b,non-habitable,,1.02,0.91,5945,0.928069,0.716,1.679,
Kepler-75 b,non-habitable,3145.29,0.88,0.88,5330,0.560743,0.577,1.377,
Kepler-76 b,non-habitable,621.24,1.2,1.12,6300,1.772915,0.968,2.254,
Kepler-77 b,non-habitable,,0.95,0.99,5520,0.816426,0.688,1.634,
Kepler-78 b,non-habitable,,0.81,0.74,5089,0.329521,0.448,1.079,
Kepler-79 b,non-habitable,10.86,1.18,1.1,6405,1.827055,0.977,2.27,
Kepler-79 c,non-habitable,5.89,1.18,1.1,6405,1.827055,0.977,2.27,
Kepler-79 d,non-habitable,5.99,1.18,1.1,6405,1.827055,0.977,2.27,
Kepler-79 e,non-habitable,4.08,1.18,1.1,6405,1.827055,0.977,2.27,
Kepler-80 b,non-habitable,6.93,0.72,0.65,4613,0.170072,0.328,0.807,
Kepler-80 c,non-habitable,6.73,0.72,0.65,4613,0.170072,0.328,0.807,
Kepler-80 d,non-habitable,6.73,0.72,0.65,4613,0.170072,0.328,0.807,
Kepler-80 e,non-habitable,4.13,0.72,0.65,4613,0.170072,0.328,0.807,
Kepler-80 f,non-habitable,,0.72,0.65,4613,0.170072,0.328,0.807,
kepler-80 g,non-habitable,,1.71,0.74,4250,0.159426,0.322,0.805,
Kepler-81 b,non-habitable,,0.65,0.58,4391,0.111429,0.268,0.665,
Kepler-81 c,non-habitable,,0.65,0.58,4391,0.111429,0.268,0.665,
Kepler-81 d,non-habitable,,0.65,0.58,4391,0.111429,0.268,0.665,
Kepler-82 b,non-habitable,,0.92,0.9,5700,0.767139,0.66,1.559,
Kepler-82 c,non-habitable,,0.92,0.9,5700,0.767139,0.66,1.559,
Kepler-82 d,non-habitable,,0.92,0.9,5700,0.767139,0.66,1.559,
Kepler-82 e,non-habitable,,0.92,0.9,5700,0.767139,0.66,1.559,
Kepler-83 b,non-habitable,,0.66,0.54,4164,0.078363,0.226,0.568,
Kepler-83 c,non-habitable,,0.66,0.54,4164,0.078363,0.226,0.568,
Kepler-83 d,non-habitable,,0.66,0.54,4164,0.078363,0.226,0.568,
Kepler-84 b,non-habitable,,1.02,1.03,6015,1.258094,0.83,1.943,
Kepler-84 c,non-habitable,,1.02,1.03,6015,1.258094,0.83,1.943,
Kepler-84 d,non-habitable,,1.02,1.03,6015,1.258094,0.83,1.943,
Kepler-84 e,non-habitable,,1.02,1.03,6015,1.258094,0.83,1.943,
Kepler-84 f,non-habitable,,1.02,1.03,6015,1.258094,0.83,1.943,
Kepler-85 b,non-habitable,14.77,0.95,0.84,5666,0.652461,0.61,1.442,
Kepler-85 c,non-habitable,18.58,0.95,0.84,5666,0.652461,0.61,1.442,
Kepler-85 d,non-habitable,,0.95,0.84,5666,0.652461,0.61,1.442,
Kepler-85 e,non-habitable,,0.95,0.84,5666,0.652461,0.61,1.442,
Kepler-86 b,non-habitable,,0.94,1,5629,0.900772,0.719,1.7,
Kepler-87 b,non-habitable,324.15,1.1,1.82,5600,2.922704,1.297,3.07,
Kepler-87 c,non-habitable,6.36,1.1,1.82,5600,2.922704,1.297,3.07,
Kepler-88 b,non-habitable,8.68,1.02,0.96,5513,0.7654,0.667,1.583,
Kepler-88 c,non-habitable,199.31,1.02,0.96,5513,0.7654,0.667,1.583,
Kepler-89 b,non-habitable,10.49,1.25,1.66,6116,3.442552,1.364,3.188,
Kepler-89 c,non-habitable,15.53,1.25,1.66,6116,3.442552,1.364,3.188,
Kepler-89 d,non-habitable,52.08,1.25,1.66,6116,3.442552,1.364,3.188,
