P. Name,P. Composition Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU)
Kepler-123 c,rocky-iron,non-habitable,,3.31,1.48
Kepler-124 b,rocky-iron,non-habitable,,0.31,0.73
Kepler-124 c,rocky-iron,non-habitable,,6.1,1.75
Kepler-124 d,rocky-iron,non-habitable,,1.23,1.11
Kepler-125 b,rocky-iron,non-habitable,,20.8,2.36
Kepler-125 c,rocky-iron,non-habitable,,0.32,0.74
Kepler-126 b,rocky-iron,non-habitable,,3,1.44
Kepler-126 c,rocky-iron,non-habitable,,3.46,1.5
Kepler-126 d,gas,non-habitable,,2.98,2.51
Kepler-127 b,rocky-iron,non-habitable,,3.69,1.52
Kepler-127 c,rocky-iron,non-habitable,,21.75,2.39
Kepler-127 d,gas,non-habitable,,3.62,2.67
Kepler-128 b,iron,non-habitable,29.89,29.92,1.13
Kepler-128 c,iron,non-habitable,32.77,33.07,1.13
Kepler-129 b,rocky-iron,non-habitable,,22.59,2.41
Kepler-129 c,gas,non-habitable,,3.02,2.52
Kepler-130 b,rocky-iron,non-habitable,,0.8,0.98
Kepler-130 c,gas,non-habitable,,4.28,2.81
Kepler-130 d,rocky-iron,non-habitable,,2.17,1.31
Kepler-131 b,rocky-water,non-habitable,16.11,16.14,2.41
Kepler-131 c,iron,non-habitable,8.26,8.27,0.84
Kepler-132 b,rocky-iron,non-habitable,,1.65,1.21
Kepler-132 c,rocky-iron,non-habitable,,1.98,1.28
Kepler-132 d,rocky-iron,non-habitable,,3.88,1.55
Kepler-132 e,rocky-iron,non-habitable,,1.49,1.18
Kepler-133 b,rocky-iron,non-habitable,,6.25,1.76
Kepler-133 c,gas,non-habitable,,4.4,2.83
Kepler-134 b,rocky-iron,non-habitable,,10.17,1.99
Kepler-134 c,rocky-iron,non-habitable,,1.86,1.25
Kepler-135 b,rocky-iron,non-habitable,,6.88,1.8
Kepler-135 c,rocky-iron,non-habitable,,1.4,1.15
Kepler-136 b,rocky-iron,non-habitable,,11.37,2.05
Kepler-136 c,rocky-iron,non-habitable,,10.17,1.99
Kepler-137 b,rocky-iron,non-habitable,,3.22,1.47
Kepler-137 c,rocky-iron,non-habitable,,8.1,1.88
Kepler-138 b,rocky-water,non-habitable,0.07,0.07,0.58
Kepler-138 c,water-gas,non-habitable,1.01,1.01,1.61
Kepler-138 d,water-gas,non-habitable,1,1.01,1.61
Kepler-139 b,gas,non-habitable,,4.92,2.93
Kepler-139 c,gas,non-habitable,,7.65,3.38
Kepler-140 b,rocky-iron,non-habitable,,4.54,1.61
Kepler-140 c,rocky-iron,non-habitable,,6.88,1.8
Kepler-141 b,rocky-iron,non-habitable,,0.27,0.69
Kepler-141 c,rocky-iron,non-habitable,,2.81,1.41
Kepler-142 b,rocky-iron,non-habitable,,10.17,1.99
Kepler-142 c,gas,non-habitable,,4.51,2.86
Kepler-142 d,rocky-iron,non-habitable,,14.15,2.16
Kepler-143 b,rocky-iron,non-habitable,,22.64,2.41
Kepler-143 c,gas,non-habitable,,7.57,3.37
Kepler-144 b,rocky-iron,non-habitable,,2.3,1.33
Kepler-144 c,rocky-iron,non-habitable,,2.37,1.34
Kepler-145 b,rocky-iron,non-habitable,36.97,37.1,2.55
Kepler-145 c,rocky-water,non-habitable,79.41,79.42,3.92
Kepler-146 b,gas,non-habitable,,10.12,3.71
Kepler-146 c,gas,non-habitable,,5.99,3.12
Kepler-147 b,rocky-iron,non-habitable,,3.69,1.52
Kepler-147 c,rocky-iron,non-habitable,,23.62,2.43
Kepler-148 b,rocky-iron,non-habitable,,6.88,1.8
Kepler-148 c,gas,non-habitable,,9.22,3.6
Kepler-148 d,gas,non-habitable,,147.17,8.67
Kepler-149 b,gas,non-habitable,,14.86,4.21
Kepler-149 c,rocky-iron,non-habitable,,4.54,1.61
Kepler-149 d,gas,non-habitable,,12.3,3.95
Kepler-150 b,rocky-iron,non-habitable,,1.86,1.25
Kepler-150 c,gas,non-habitable,,9.94,3.68
Kepler-150 d,gas,non-habitable,,4.18,2.79
Kepler-150 e,gas,non-habitable,,5.92,3.11
Kepler-150 f,gas,psychroplanet,8.96,9,3.64
Kepler-151 b,gas,non-habitable,,5.59,3.06
Kepler-151 c,rocky-iron,non-habitable,,12.15,2.08
Kepler-152 b,gas,non-habitable,,4.18,2.79
Kepler-152 c,rocky-iron,non-habitable,,21.7,2.39
Kepler-153 b,gas,non-habitable,,4.86,2.92
Kepler-153 c,gas,non-habitable,,3.06,2.53
Kepler-154 b,rocky-iron,non-habitable,,17.18,2.26
Kepler-154 c,gas,non-habitable,,4.98,2.95
Kepler-154 d,gas,non-habitable,,11.27,3.84
Kepler-154 e,rocky-iron,non-habitable,,3.49,1.5
Kepler-154 f,rocky-iron,non-habitable,,3.49,1.5
Kepler-155 b,rocky-iron,non-habitable,,12.15,2.08
Kepler-155 c,rocky-iron,non-habitable,,16.46,2.24
Kepler-156 b,rocky-iron,non-habitable,,18.31,2.3
Kepler-156 c,gas,non-habitable,,3.1,2.54
Kepler-157 b,rocky-iron,non-habitable,,2.23,1.32
Kepler-157 c,rocky-iron,non-habitable,,16.46,2.24
Kepler-157 d,rocky-iron,non-habitable,,3.14,1.46
Kepler-158 b,rocky-iron,non-habitable,,12.97,2.12
Kepler-158 c,rocky-iron,non-habitable,,8.48,1.9
Kepler-159 b,rocky-iron,non-habitable,,21.25,2.37
Kepler-159 c,gas,non-habitable,,7.81,3.4
Kepler-160 b,rocky-iron,non-habitable,,3.78,1.53
Kepler-160 c,gas,non-habitable,,9.31,3.61
Kepler-161 b,rocky-iron,non-habitable,,12.97,2.12
Kepler-161 c,rocky-iron,non-habitable,,11.37,2.05
Kepler-162 b,rocky-iron,non-habitable,,1.86,1.25
Kepler-162 c,gas,non-habitable,,5.4,3.02
Kepler-163 b,rocky-iron,non-habitable,,1.03,1.05
Kepler-163 c,rocky-iron,non-habitable,,17.18,2.26
Kepler-164 b,rocky-iron,non-habitable,,2.81,1.41
Kepler-164 c,gas,non-habitable,,3.92,2.73
Kepler-164 d,rocky-iron,non-habitable,,24.64,2.45
Kepler-165 b,rocky-iron,non-habitable,,19.11,2.32
Kepler-165 c,rocky-iron,non-habitable,,16.11,2.23
Kepler-166 b,rocky-iron,non-habitable,,17.55,2.27
Kepler-166 c,rocky-iron,non-habitable,,21.25,2.37
Kepler-166 d,rocky-iron,non-habitable,,5.82,1.72
Kepler-167 b,rocky-iron,non-habitable,,3.05,1.44
Kepler-167 c,rocky-iron,non-habitable,,2.51,1.37
Kepler-167 d,rocky-iron,non-habitable,1.9,1.91,1.19
Kepler-167 e,gas,non-habitable,1270.37,1271.76,10.19
Kepler-168 b,rocky-iron,non-habitable,,3.14,1.46
Kepler-168 c,gas,non-habitable,,3.72,2.69
Kepler-169 b,rocky-iron,non-habitable,,1.31,1.13
Kepler-169 c,rocky-iron,non-habitable,,1.65,1.21
Kepler-169 d,rocky-iron,non-habitable,,1.86,1.25
Kepler-169 e,rocky-iron,non-habitable,,15.1,2.2
Kepler-169 f,gas,non-habitable,,3.24,2.58
Kepler-170 b,gas,non-habitable,,6.39,3.19
Kepler-170 c,gas,non-habitable,,4.51,2.86
Kepler-171 b,rocky-iron,non-habitable,,19.94,2.34
Kepler-171 c,gas,non-habitable,,3.15,2.55
Kepler-171 d,rocky-iron,non-habitable,,8.29,1.89
Kepler-172 b,rocky-iron,non-habitable,,20.36,2.35
Kepler-172 c,gas,non-habitable,,4.51,2.86
Kepler-172 d,rocky-iron,non-habitable,,16.81,2.25
Kepler-172 e,gas,non-habitable,,4.02,2.76
Kepler-173 b,rocky-iron,non-habitable,,2.04,1.29
Kepler-173 c,rocky-iron,non-habitable,,23.62,2.43
Kepler-174 b,rocky-iron,non-habitable,,9.51,1.96
Kepler-174 c,rocky-iron,non-habitable,,3.4,1.49
Kepler-174 d,rocky-iron,psychroplanet,,14.78,2.18
Kepler-175 b,gas,non-habitable,,3.15,2.55
Kepler-175 c,gas,non-habitable,,5.85,3.1
Kepler-176 b,rocky-iron,non-habitable,,2.97,1.43
Kepler-176 c,gas,non-habitable,,3.33,2.6
Kepler-176 d,gas,non-habitable,,2.97,2.51
Kepler-176 e,rocky-iron,non-habitable,,3.05,1.44
Kepler-177 b,gas,non-habitable,1.7,1.7,2.9
Kepler-177 c,gas,non-habitable,6.29,6.3,7.11
Kepler-178 b,gas,non-habitable,,4.74,2.9
Kepler-178 c,gas,non-habitable,,4.62,2.88
Kepler-178 d,gas,non-habitable,,12.19,3.94
Kepler-179 b,rocky-iron,non-habitable,,4.77,1.64
Kepler-179 c,rocky-iron,non-habitable,,10.17,1.99
Kepler-180 b,rocky-iron,non-habitable,,3.49,1.5
Kepler-180 c,gas,non-habitable,,5.34,3.01
Kepler-181 b,rocky-iron,non-habitable,,1.92,1.27
Kepler-181 c,rocky-iron,non-habitable,,10.17,1.99
Kepler-182 b,gas,non-habitable,,3.24,2.58
Kepler-182 c,gas,non-habitable,,7.97,3.43
Kepler-183 b,rocky-iron,non-habitable,,11.62,2.06
Kepler-183 c,rocky-iron,non-habitable,,17.55,2.27
Kepler-184 b,rocky-iron,non-habitable,,20.8,2.36
Kepler-184 c,rocky-iron,non-habitable,,9.72,1.97
Kepler-184 d,rocky-iron,non-habitable,,26.25,2.49
Kepler-185 b,rocky-iron,non-habitable,,1.45,1.16
Kepler-185 c,rocky-iron,non-habitable,,10.64,2.02
Kepler-186 b,rocky-iron,non-habitable,,1.35,1.14
Kepler-186 c,rocky-iron,non-habitable,,2.37,1.34
Kepler-186 d,rocky-iron,non-habitable,,3.99,1.56
Kepler-186 e,rocky-iron,non-habitable,,2.3,1.33
Kepler-187 b,rocky-iron,non-habitable,,2.81,1.41
Kepler-187 c,gas,non-habitable,,3.62,2.67
Kepler-188 b,rocky-iron,non-habitable,,5.27,1.68
Kepler-188 c,gas,non-habitable,,6.39,3.19
Kepler-189 b,rocky-iron,non-habitable,,1.65,1.21
Kepler-189 c,rocky-iron,non-habitable,,21.25,2.37
Kepler-190 b,rocky-iron,non-habitable,,3.99,1.56
Kepler-190 c,rocky-iron,non-habitable,,3.14,1.46
Kepler-191 b,rocky-iron,non-habitable,,2.37,1.34
Kepler-191 c,rocky-iron,non-habitable,,7.73,1.86
Kepler-191 d,rocky-iron,non-habitable,,17.55,2.27
Kepler-192 b,gas,non-habitable,,3.92,2.73
Kepler-192 c,gas,non-habitable,,4.18,2.79
Kepler-192 d,rocky-iron,non-habitable,,0.92,1.02
Kepler-193 b,rocky-iron,non-habitable,,21.7,2.39
Kepler-193 c,gas,non-habitable,,3.97,2.74
Kepler-194 b,rocky-iron,non-habitable,,3.59,1.51
Kepler-194 c,gas,non-habitable,,3.28,2.59
Kepler-194 d,rocky-iron,non-habitable,,22.16,2.4
Kepler-195 b,rocky-iron,non-habitable,,10.88,2.03
Kepler-195 c,rocky-iron,non-habitable,,3.88,1.55
Kepler-196 b,rocky-iron,non-habitable,,8.48,1.9
Kepler-196 c,rocky-iron,non-habitable,,16.46,2.24
Kepler-197 b,rocky-iron,non-habitable,,1.06,1.06
Kepler-197 c,iron,non-habitable,5.38,5.4,1.21
Kepler-197 d,rocky-iron,non-habitable,,1.81,1.24
Kepler-197 e,rocky-iron,non-habitable,,0.82,0.98
Kepler-198 b,gas,non-habitable,,4.34,2.82
Kepler-198 c,rocky-iron,non-habitable,,25.16,2.46
Kepler-198 d,rocky-iron,non-habitable,,3.69,1.52
Kepler-199 b,gas,non-habitable,,5.85,3.1
Kepler-199 c,gas,non-habitable,,6.75,3.25
Kepler-200 b,rocky-iron,non-habitable,,13.26,2.13
Kepler-200 c,rocky-iron,non-habitable,,4.31,1.59
Kepler-201 b,rocky-iron,non-habitable,,24.64,2.45
Kepler-201 c,gas,non-habitable,,4.45,2.84
Kepler-202 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-202 c,rocky-iron,non-habitable,,7.56,1.85
Kepler-203 b,gas,non-habitable,,3.19,2.56
Kepler-203 c,rocky-iron,non-habitable,,25.16,2.46
Kepler-203 d,rocky-iron,non-habitable,,2.97,1.43
Kepler-204 b,gas,non-habitable,,3.06,2.53
Kepler-204 c,rocky-iron,non-habitable,,6.72,1.79
Kepler-205 b,rocky-iron,non-habitable,,3.59,1.51
Kepler-205 c,rocky-iron,non-habitable,,4.77,1.64
Kepler-206 b,rocky-iron,non-habitable,,1.59,1.2
Kepler-206 c,rocky-iron,non-habitable,,6.4,1.77
Kepler-206 d,rocky-iron,non-habitable,,1.54,1.19
Kepler-207 b,rocky-iron,non-habitable,,4.09,1.57
Kepler-207 c,rocky-iron,non-habitable,,3.49,1.5
Kepler-207 d,gas,non-habitable,,7.12,3.3
Kepler-208 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-208 c,rocky-iron,non-habitable,,2.65,1.39
Kepler-208 d,rocky-iron,non-habitable,,1.59,1.2
Kepler-208 e,rocky-iron,non-habitable,,3.31,1.48
Kepler-209 b,rocky-iron,non-habitable,,17.18,2.26
Kepler-209 c,gas,non-habitable,,5.85,3.1
Kepler-210 b,gas,non-habitable,,11.17,3.83
Kepler-210 c,gas,non-habitable,,23.14,4.88
Kepler-211 b,rocky-iron,non-habitable,,1.86,1.25
Kepler-211 c,rocky-iron,non-habitable,,2.04,1.29
Kepler-212 b,rocky-iron,non-habitable,,1.14,1.09
Kepler-212 c,gas,non-habitable,,3.92,2.73
Kepler-213 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-213 c,rocky-iron,non-habitable,,19.94,2.34
Kepler-214 b,gas,non-habitable,,3.38,2.61
Kepler-214 c,rocky-iron,non-habitable,,13.26,2.13
Kepler-215 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-215 c,rocky-iron,non-habitable,,6.4,1.77
Kepler-215 d,rocky-iron,non-habitable,,21.7,2.39
Kepler-215 e,rocky-iron,non-habitable,,6.1,1.75
Kepler-216 b,rocky-iron,non-habitable,,20.36,2.35
Kepler-216 c,gas,non-habitable,,5.46,3.04
Kepler-217 b,rocky-iron,non-habitable,,16.11,2.23
Kepler-217 c,rocky-iron,non-habitable,,7.56,1.85
Kepler-217 d,rocky-iron,non-habitable,,2.23,1.32
Kepler-218 b,rocky-iron,non-habitable,,3.31,1.48
Kepler-218 c,gas,non-habitable,,6.05,3.14
Kepler-218 d,gas,non-habitable,,3.57,2.65
Kepler-219 b,gas,non-habitable,,4.98,2.95
Kepler-219 c,gas,non-habitable,,9.05,3.57
Kepler-219 d,gas,non-habitable,,4.29,2.81
Kepler-220 b,rocky-iron,non-habitable,,0.43,0.81
Kepler-220 c,rocky-iron,non-habitable,,4.09,1.57
Kepler-220 d,rocky-iron,non-habitable,,0.8,0.97
Kepler-220 e,rocky-iron,non-habitable,,2.3,1.33
Kepler-221 b,rocky-iron,non-habitable,,5.68,1.71
Kepler-221 c,gas,non-habitable,,4.86,2.92
Kepler-221 d,gas,non-habitable,,3.92,2.73
Kepler-221 e,gas,non-habitable,,3.47,2.63
Kepler-222 b,gas,non-habitable,,6.19,3.16
Kepler-222 c,gas,non-habitable,,19.83,4.64
Kepler-222 d,gas,non-habitable,,9.94,3.68
Kepler-223 b,rocky-iron,non-habitable,,5.4,1.69
Kepler-223 c,rocky-iron,non-habitable,,10.17,1.99
Kepler-223 d,gas,non-habitable,,5.16,2.98
Kepler-223 e,rocky-iron,non-habitable,,22.16,2.4
Kepler-224 b,rocky-iron,non-habitable,,2.65,1.39
Kepler-224 c,gas,non-habitable,,5.92,3.11
Kepler-224 d,rocky-iron,non-habitable,,18.31,2.3
Kepler-224 e,rocky-iron,non-habitable,,9.72,1.97
Kepler-225 b,rocky-iron,non-habitable,,1.59,1.2
Kepler-225 c,rocky-iron,non-habitable,,7.38,1.84
Kepler-226 b,rocky-iron,non-habitable,,3.88,1.55
Kepler-226 c,rocky-iron,non-habitable,,17.55,2.27
Kepler-226 d,rocky-iron,non-habitable,,1.7,1.22
Kepler-227 b,gas,non-habitable,,5.85,3.1
Kepler-227 c,gas,non-habitable,,5.46,3.04
Kepler-228 b,rocky-iron,non-habitable,,3.69,1.52
Kepler-228 c,gas,non-habitable,,3.77,2.7
Kepler-228 d,gas,non-habitable,,13.05,4.03
Kepler-229 b,rocky-iron,non-habitable,,15.1,2.2
Kepler-229 c,gas,non-habitable,,23.62,4.92
Kepler-229 d,gas,non-habitable,,11.27,3.84
Kepler-230 b,gas,non-habitable,,15.34,4.26
Kepler-230 c,rocky-iron,non-habitable,,11.12,2.04
Kepler-231 b,rocky-iron,non-habitable,,5.82,1.72
Kepler-231 c,rocky-iron,non-habitable,,8.88,1.93
Kepler-232 b,gas,non-habitable,,5.72,3.08
Kepler-232 c,gas,non-habitable,,11.18,3.83
Kepler-233 b,rocky-iron,non-habitable,,23.62,2.43
Kepler-233 c,gas,non-habitable,,3.82,2.71
Kepler-234 b,gas,non-habitable,,10.03,3.7
Kepler-234 c,gas,non-habitable,,8.54,3.51
Kepler-235 b,rocky-iron,non-habitable,,16.11,2.23
Kepler-235 c,rocky-iron,non-habitable,,1.98,1.28
Kepler-235 d,rocky-iron,non-habitable,,11.37,2.05
Kepler-235 e,rocky-iron,non-habitable,,15.76,2.22
Kepler-236 b,rocky-iron,non-habitable,,4.09,1.57
Kepler-236 c,rocky-iron,non-habitable,,10.17,1.99
Kepler-237 b,rocky-iron,non-habitable,,2.81,1.41
Kepler-237 c,rocky-iron,non-habitable,,12.15,2.08
Kepler-238 b,rocky-iron,non-habitable,,5.82,1.72
Kepler-238 c,rocky-iron,non-habitable,,21.7,2.39
Kepler-238 d,gas,non-habitable,,5.66,3.07
Kepler-238 e,gas,non-habitable,198.99,199.03,5.61
Kepler-238 f,rocky-iron,non-habitable,17.79,17.8,2
Kepler-239 b,rocky-iron,non-habitable,,19.52,2.33
Kepler-239 c,gas,non-habitable,,2.97,2.51
Kepler-240 b,rocky-iron,non-habitable,,2.51,1.37
Kepler-240 c,rocky-iron,non-habitable,,15.1,2.2
Kepler-241 b,rocky-iron,non-habitable,,19.52,2.33
Kepler-241 c,gas,non-habitable,,3.19,2.56
Kepler-242 b,gas,non-habitable,,3.38,2.61
Kepler-242 c,rocky-iron,non-habitable,,10.17,1.99
Kepler-243 b,rocky-iron,non-habitable,,24.64,2.45
Kepler-243 c,rocky-iron,non-habitable,,10.17,1.99
Kepler-244 b,gas,non-habitable,,4.02,2.76
Kepler-244 c,rocky-iron,non-habitable,,11.37,2.05
Kepler-244 d,rocky-iron,non-habitable,,18.71,2.31
Kepler-245 b,gas,non-habitable,,3.19,2.56
Kepler-245 c,rocky-iron,non-habitable,,14.46,2.17
Kepler-245 d,gas,non-habitable,,5.4,3.02
Kepler-245 e,rocky-iron,non-habitable,,6.1,1.75
Kepler-246 b,rocky-iron,non-habitable,,19.94,2.34
Kepler-246 c,rocky-iron,non-habitable,,3.49,1.5
Kepler-247 b,rocky-iron,non-habitable,,4.77,1.64
Kepler-247 c,gas,non-habitable,,13.6,4.09
Kepler-247 d,gas,non-habitable,,12.19,3.94
Kepler-248 b,gas,non-habitable,,5.34,3.01
Kepler-248 c,gas,non-habitable,,13.37,4.07
Kepler-249 b,rocky-iron,non-habitable,,1.14,1.09
Kepler-249 c,rocky-iron,non-habitable,,3.59,1.51
Kepler-249 d,rocky-iron,non-habitable,,4.09,1.57
Kepler-250 b,rocky-iron,non-habitable,,1.31,1.13
Kepler-250 c,rocky-iron,non-habitable,,17.55,2.27
Kepler-250 d,rocky-iron,non-habitable,,14.46,2.17
Kepler-251 b,rocky-iron,non-habitable,,2.3,1.33
Kepler-251 c,gas,non-habitable,,4.08,2.77
Kepler-251 d,gas,non-habitable,,4.08,2.77
Kepler-251 e,gas,non-habitable,,4.08,2.77
Kepler-252 b,rocky-iron,non-habitable,,1.75,1.23
Kepler-252 c,rocky-iron,non-habitable,,13.85,2.15
Kepler-253 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-253 c,gas,non-habitable,,3.52,2.64
Kepler-253 d,gas,non-habitable,,6.26,3.17
Kepler-254 b,gas,non-habitable,,11.47,3.86
Kepler-254 c,rocky-iron,non-habitable,,13.85,2.15
Kepler-254 d,rocky-iron,non-habitable,,26.81,2.5
Kepler-255 b,rocky-iron,non-habitable,,3.88,1.55
Kepler-255 c,gas,non-habitable,,5.22,2.99
Kepler-255 d,rocky-iron,non-habitable,,2.23,1.32
Kepler-256 b,rocky-iron,non-habitable,,4.31,1.59
Kepler-256 c,rocky-iron,non-habitable,,13.85,2.15
Kepler-256 d,rocky-iron,non-habitable,,25.7,2.48
Kepler-256 e,rocky-iron,non-habitable,,20.36,2.35
Kepler-257 b,gas,non-habitable,,3.38,2.61
Kepler-257 c,gas,non-habitable,,31.45,5.41
Kepler-257 d,gas,non-habitable,,24.11,4.95
Kepler-258 b,gas,non-habitable,,13.26,4.05
Kepler-258 c,gas,non-habitable,,9.31,3.61
Kepler-259 b,gas,non-habitable,,4.24,2.8
Kepler-259 c,gas,non-habitable,,3.77,2.7
Kepler-260 b,rocky-iron,non-habitable,,10.4,2
Kepler-260 c,rocky-iron,non-habitable,,5.96,1.74
Kepler-261 b,rocky-iron,non-habitable,,14.46,2.17
Kepler-261 c,rocky-iron,non-habitable,,10.17,1.99
Kepler-262 b,rocky-iron,non-habitable,,2.44,1.36
Kepler-262 c,rocky-iron,non-habitable,,4.77,1.64
Kepler-263 b,gas,non-habitable,,3.62,2.67
Kepler-263 c,rocky-iron,non-habitable,,25.16,2.46
Kepler-264 b,gas,non-habitable,,7.27,3.33
Kepler-264 c,gas,non-habitable,,4.34,2.82
Kepler-265 b,rocky-iron,non-habitable,,7.73,1.86
Kepler-265 c,gas,non-habitable,,3.47,2.63
Kepler-265 d,rocky-iron,non-habitable,,26.25,2.49
Kepler-265 e,gas,non-habitable,,3.28,2.59
Kepler-266 b,rocky-iron,non-habitable,,25.7,2.48
Kepler-266 c,gas,non-habitable,,11.68,3.89
Kepler-267 b,rocky-iron,non-habitable,,9.95,1.98
Kepler-267 c,rocky-iron,non-habitable,,13.26,2.13
Kepler-267 d,rocky-iron,non-habitable,,17.55,2.27
Kepler-268 b,gas,non-habitable,,3.1,2.54
Kepler-268 c,gas,non-habitable,,7.65,3.38
Kepler-269 b,rocky-iron,non-habitable,,25.16,2.46
Kepler-269 c,rocky-iron,non-habitable,,5.4,1.69
Kepler-270 b,rocky-iron,non-habitable,,10.4,2
Kepler-270 c,rocky-iron,non-habitable,,6.4,1.77
Kepler-271 b,rocky-iron,non-habitable,,0.58,0.88
Kepler-271 c,rocky-iron,non-habitable,,0.86,1
Kepler-271 d,rocky-iron,non-habitable,,0.23,0.66
Kepler-272 b,rocky-iron,non-habitable,,2.97,1.43
Kepler-272 c,rocky-iron,non-habitable,,6.72,1.79
Kepler-272 d,rocky-iron,non-habitable,,16.81,2.25
Kepler-273 b,rocky-iron,non-habitable,,3.49,1.5
Kepler-273 c,rocky-iron,non-habitable,,9.95,1.98
Kepler-274 b,rocky-iron,non-habitable,,3.78,1.53
Kepler-274 c,rocky-iron,non-habitable,,7.38,1.84
Kepler-275 b,rocky-iron,non-habitable,,19.94,2.34
Kepler-275 c,gas,non-habitable,,7.65,3.38
Kepler-275 d,gas,non-habitable,,7.27,3.33
Kepler-276 b,gas,non-habitable,,4.57,2.87
Kepler-276 c,water-gas,non-habitable,,14.31,2.9
Kepler-276 d,rocky-water,non-habitable,,13.99,2.8
Kepler-277 b,rocky-iron,non-habitable,,89.02,2.92
Kepler-277 c,rocky-water,non-habitable,,66.77,3.36
Kepler-278 b,gas,non-habitable,,19.12,4.58
Kepler-278 c,gas,non-habitable,,7.12,3.3
Kepler-279 b,gas,non-habitable,,9.4,3.62
Kepler-279 c,water-gas,non-habitable,,54.37,4.31
Kepler-279 d,rocky-water,non-habitable,,41.33,3.1
Kepler-280 b,rocky-iron,non-habitable,,3.05,1.44
Kepler-280 c,rocky-iron,non-habitable,,10.4,2
Kepler-281 b,gas,non-habitable,,4.34,2.82
Kepler-281 c,gas,non-habitable,,29.72,5.31
Kepler-282 b,rocky-iron,non-habitable,,0.89,1.01
Kepler-282 c,rocky-iron,non-habitable,,1.59,1.2
Kepler-282 d,rocky-iron,non-habitable,,64.86,2.46
Kepler-282 e,rocky-water,non-habitable,,61.04,3.1
Kepler-283 b,rocky-iron,non-habitable,,13.26,2.13
Kepler-283 c,rocky-iron,mesoplanet,,7.04,1.81
Kepler-284 b,rocky-iron,non-habitable,,16.46,2.24
Kepler-284 c,gas,non-habitable,,3.38,2.61
Kepler-285 b,rocky-iron,non-habitable,,2.37,1.34
Kepler-285 c,rocky-iron,non-habitable,,1.27,1.12
Kepler-286 b,rocky-iron,non-habitable,,1.81,1.24
Kepler-286 c,rocky-iron,non-habitable,,2.51,1.37
Kepler-286 d,rocky-iron,non-habitable,,2.3,1.33
Kepler-286 e,rocky-iron,non-habitable,,6.4,1.77
Kepler-287 b,rocky-iron,non-habitable,,19.52,2.33
Kepler-287 c,gas,non-habitable,,6.82,3.26
Kepler-288 b,rocky-iron,non-habitable,,5.14,1.67
Kepler-288 c,gas,non-habitable,,4.45,2.84
Kepler-288 d,gas,non-habitable,,3.62,2.67
Kepler-289 b,rocky-water,non-habitable,,7.31,2.15
Kepler-289 c,gas,non-habitable,,4.13,2.68
Kepler-289 d,gas,non-habitable,,131.95,11.58
Kepler-290 b,rocky-iron,non-habitable,,16.81,2.25
Kepler-290 c,gas,non-habitable,,3.77,2.7
Kepler-291 b,rocky-iron,non-habitable,,14.15,2.16
Kepler-291 c,rocky-iron,non-habitable,,8.1,1.88
Kepler-292 b,rocky-iron,non-habitable,,2.23,1.32
Kepler-292 c,rocky-iron,non-habitable,,3.22,1.47
Kepler-292 d,rocky-iron,non-habitable,,16.11,2.23
Kepler-292 e,gas,non-habitable,,3.62,2.67
Kepler-292 f,rocky-iron,non-habitable,,20.36,2.35
Kepler-293 b,gas,non-habitable,,5.66,3.07
Kepler-293 c,gas,non-habitable,,11.18,3.83
Kepler-294 b,rocky-iron,non-habitable,,6.4,1.77
Kepler-294 c,gas,non-habitable,,3.82,2.71
Kepler-295 b,rocky-iron,non-habitable,,1.7,1.22
Kepler-295 c,rocky-iron,non-habitable,,1.45,1.16
Kepler-295 d,rocky-iron,non-habitable,,2.44,1.36
Kepler-296 b,rocky-iron,non-habitable,,0.71,0.94
Kepler-296 c,rocky-iron,non-habitable,,13.85,2.15
Kepler-296 d,rocky-iron,non-habitable,,17.55,2.27
Kepler-296 e,rocky-iron,mesoplanet,,3.32,1.48
Kepler-296 f,rocky-iron,psychroplanet,,6.14,1.75
Kepler-297 b,gas,non-habitable,,4.57,2.87
Kepler-297 c,gas,non-habitable,,55.96,6.53
Kepler-298 b,rocky-iron,non-habitable,,9.51,1.96
Kepler-298 c,rocky-iron,non-habitable,,8.88,1.93
Kepler-298 d,rocky-iron,mesoplanet,,26.81,2.5
Kepler-299 b,rocky-iron,non-habitable,,2.23,1.32
Kepler-299 c,gas,non-habitable,,3.52,2.64
Kepler-299 d,rocky-iron,non-habitable,,7.73,1.86
Kepler-299 e,rocky-iron,non-habitable,,7.92,1.87
Kepler-300 b,rocky-iron,non-habitable,,5.14,1.67
Kepler-300 c,rocky-iron,non-habitable,,16.81,2.25
Kepler-301 b,rocky-iron,non-habitable,,2.37,1.34
Kepler-301 c,rocky-iron,non-habitable,,2.37,1.34
Kepler-301 d,rocky-iron,non-habitable,,6.1,1.75
Kepler-302 b,gas,non-habitable,,13.26,4.05
Kepler-302 c,,non-habitable,,,12.44
Kepler-303 b,rocky-iron,non-habitable,,0.58,0.88
Kepler-303 c,rocky-iron,non-habitable,,1.35,1.14
Kepler-304 b,gas,non-habitable,,4.51,2.86
Kepler-304 c,rocky-iron,non-habitable,,14.46,2.17
